transaction_id,date,client_id,banque,categorie,type,montant,solde_apres,ville,canal
TXN000607,2024-08-27,CLIENT_0042,BNP Paribas,Loisirs,Crédit,3013.47,12838.69,Marseille,Espèces
TXN000608,2024-05-31,CLIENT_0130,LCL,Loisirs,Débit,-1137.93,11526.73,Marseille,Carte bancaire
TXN000609,2024-11-13,CLIENT_0169,La Banque Postale,Shopping,Débit,-600.77,10675.56,Nantes,Virement
TXN000610,2024-09-25,CLIENT_0073,Crédit Agricole,Virement,Crédit,3840.38,1889.04,Nantes,Prélèvement
TXN000611,2024-02-26,CLIENT_0034,Société Générale,Transport,Débit,-171.37,12445.5,Paris,Virement
TXN000612,2024-02-24,CLIENT_0165,LCL,Virement,Crédit,998.5,-6.83,Strasbourg,Mobile
TXN000613,2024-11-15,CLIENT_0156,BNP Paribas,Remboursement,Crédit,1316.9,5178.49,Paris,Virement
TXN000614,2024-12-01,CLIENT_0120,BNP Paribas,Virement,Crédit,4645.6,12397.2,Toulouse,Mobile
TXN000615,2024-07-31,CLIENT_0136,BNP Paribas,Shopping,Débit,-150.46,9062.47,Lyon,Prélèvement
TXN000616,2024-02-09,CLIENT_0137,LCL,Santé,Crédit,530.74,10740.16,Bordeaux,Virement
TXN000617,2024-09-26,CLIENT_0143,LCL,Santé,Débit,-2369.02,8155.56,Lyon,Mobile
TXN000618,2024-07-02,CLIENT_0027,Société Générale,Virement,Crédit,3527.62,6119.66,Marseille,Mobile
TXN000619,2024-07-24,CLIENT_0154,LCL,Salaire,Crédit,1720.69,1951.74,Toulouse,Prélèvement
TXN000620,2024-10-08,CLIENT_0186,Crédit Agricole,Shopping,Débit,-1033.8,9315.23,Bordeaux,Mobile
TXN000621,2024-10-06,CLIENT_0093,LCL,Santé,Débit,-1377.85,11040.96,Strasbourg,Espèces
TXN000622,2024-01-01,CLIENT_0078,BNP Paribas,Alimentation,Crédit,2999.03,7522.95,Lille,Virement
TXN000623,2024-04-19,CLIENT_0071,La Banque Postale,Shopping,Débit,-2055.74,10190.65,Marseille,Carte bancaire
TXN000624,2024-01-20,CLIENT_0094,La Banque Postale,Virement,Crédit,1810.5,1645.33,Bordeaux,Virement
TXN000625,2024-05-11,CLIENT_0188,BNP Paribas,Loisirs,Débit,-1002.5,13727.17,Toulouse,Espèces
TXN000626,2024-03-29,CLIENT_0148,BNP Paribas,Virement,Crédit,4137.24,10188.72,Lille,Carte bancaire
TXN000627,2024-10-22,CLIENT_0090,LCL,Épargne,Débit,-144.53,11448.97,Nantes,Carte bancaire
TXN000628,2024-04-26,CLIENT_0162,LCL,Remboursement,Crédit,4646.83,9325.25,Paris,Prélèvement
TXN000629,2024-09-25,CLIENT_0179,Société Générale,Alimentation,Débit,-1414.46,4565.89,Marseille,Carte bancaire
TXN000630,2024-12-10,CLIENT_0024,Société Générale,Épargne,Crédit,3776.56,8416.45,Nantes,Prélèvement
TXN000631,2024-07-20,CLIENT_0013,La Banque Postale,Logement,Débit,-210.95,8357.33,Nantes,Prélèvement
TXN000632,2024-02-13,CLIENT_0035,LCL,Épargne,Débit,-1935.69,1520.82,Bordeaux,Espèces
TXN000633,2024-07-21,CLIENT_0189,La Banque Postale,Remboursement,Crédit,1020.69,9047.95,Bordeaux,Virement
TXN000634,2024-02-06,CLIENT_0023,BNP Paribas,Loisirs,Débit,-811.91,13824.14,Nantes,Espèces
TXN000635,2024-07-06,CLIENT_0198,Crédit Agricole,Shopping,Débit,-864.59,9658.85,Marseille,Prélèvement
TXN000636,2024-11-11,CLIENT_0060,Société Générale,Virement,Crédit,3134.75,6327.18,Toulouse,Virement
TXN000637,2024-02-13,CLIENT_0038,Crédit Agricole,Transport,Débit,-611.41,9125.54,Paris,Prélèvement
TXN000638,2024-12-21,CLIENT_0190,La Banque Postale,Transport,Débit,-1180.62,4644.09,Bordeaux,Virement
TXN000639,2024-10-06,CLIENT_0160,Société Générale,Salaire,Crédit,3764.26,8006.4,Paris,Espèces
TXN000640,2024-10-25,CLIENT_0073,Société Générale,Salaire,Crédit,265.24,2139.95,Lille,Carte bancaire
TXN000641,2024-08-26,CLIENT_0169,Crédit Agricole,Alimentation,Débit,-1652.63,9776.22,Lyon,Carte bancaire
TXN000642,2024-05-29,CLIENT_0026,Crédit Agricole,Épargne,Débit,-954.85,14637.49,Strasbourg,Mobile
TXN000643,2024-09-29,CLIENT_0183,BNP Paribas,Transport,Débit,-1254.12,6598.79,Paris,Virement
TXN000644,2024-09-28,CLIENT_0089,Crédit Agricole,Loisirs,Débit,-986.53,1933.58,Toulouse,Prélèvement
TXN000645,2024-04-30,CLIENT_0066,LCL,Salaire,Crédit,1415.6,461.15,Paris,Mobile
TXN000646,2024-05-23,CLIENT_0023,LCL,Santé,Débit,-2243.45,9682.44,Bordeaux,Espèces
TXN000647,2024-05-03,CLIENT_0155,Crédit Agricole,Remboursement,Crédit,806.11,14543.33,Strasbourg,Mobile
TXN000648,2024-03-08,CLIENT_0052,Société Générale,Santé,Débit,-1454.67,10102.75,Lille,Mobile
TXN000649,2024-03-10,CLIENT_0145,Société Générale,Épargne,Crédit,4880.1,1749.86,Toulouse,Carte bancaire
TXN000650,2024-10-12,CLIENT_0082,Société Générale,Salaire,Crédit,4745.58,1335.0,Paris,Prélèvement
TXN000651,2024-07-30,CLIENT_0164,Crédit Agricole,Épargne,Débit,-1865.3,12236.33,Marseille,Virement
TXN000652,2024-02-24,CLIENT_0069,La Banque Postale,Logement,Débit,-1907.31,8985.71,Bordeaux,Mobile
TXN000653,2024-04-28,CLIENT_0123,Société Générale,Santé,Débit,-901.36,10166.19,Strasbourg,Prélèvement
TXN000654,2024-04-04,CLIENT_0009,LCL,Épargne,Débit,-348.09,2495.53,Paris,Prélèvement
TXN000655,2024-07-30,CLIENT_0017,Société Générale,Santé,Débit,-2470.67,11245.54,Strasbourg,Mobile
TXN000656,2024-09-07,CLIENT_0199,BNP Paribas,Shopping,Crédit,4443.56,6127.11,Nantes,Prélèvement
TXN000657,2024-07-20,CLIENT_0138,La Banque Postale,Remboursement,Crédit,4698.74,8364.98,Paris,Mobile
TXN000658,2024-02-25,CLIENT_0063,La Banque Postale,Virement,Crédit,2311.66,13105.39,Nantes,Carte bancaire
TXN000659,2024-10-12,CLIENT_0075,LCL,Épargne,Débit,-1578.47,264.08,Nantes,Prélèvement
TXN000660,2024-05-26,CLIENT_0014,La Banque Postale,Virement,Crédit,874.11,4063.51,Marseille,Espèces
TXN000661,2024-11-26,CLIENT_0047,La Banque Postale,Virement,Crédit,497.68,7260.2,Marseille,Espèces
TXN000662,2024-07-30,CLIENT_0183,Société Générale,Shopping,Débit,-451.3,8649.89,Strasbourg,Carte bancaire
TXN000663,2024-05-08,CLIENT_0184,BNP Paribas,Shopping,Débit,-2268.37,11845.54,Lyon,Carte bancaire
TXN000664,2024-12-27,CLIENT_0182,LCL,Virement,Crédit,3188.66,822.25,Marseille,Espèces
TXN000665,2024-10-08,CLIENT_0169,Société Générale,Épargne,Débit,-431.36,4695.49,Marseille,Virement
TXN000666,2024-04-01,CLIENT_0115,Crédit Agricole,Alimentation,Débit,-777.25,11413.77,Marseille,Carte bancaire
TXN000667,2024-03-08,CLIENT_0128,LCL,Santé,Débit,-1914.66,-310.78,Paris,Mobile
TXN000668,2024-09-09,CLIENT_0114,BNP Paribas,Santé,Débit,-1650.38,6532.95,Paris,Virement
TXN000669,2024-10-07,CLIENT_0013,Société Générale,Loisirs,Débit,-1396.08,12291.41,Marseille,Carte bancaire
TXN000670,2024-11-30,CLIENT_0155,Crédit Agricole,Shopping,Débit,-2135.3,9838.45,Toulouse,Carte bancaire
TXN000671,2024-01-26,CLIENT_0157,La Banque Postale,Transport,Débit,-449.73,9917.4,Marseille,Espèces
TXN000672,2024-10-23,CLIENT_0095,LCL,Shopping,Crédit,510.98,4139.06,Lyon,Espèces
TXN000673,2024-10-08,CLIENT_0071,Crédit Agricole,Transport,Débit,-340.69,10266.6,Nantes,Mobile
TXN000674,2024-04-17,CLIENT_0162,La Banque Postale,Santé,Débit,-277.71,10810.79,Lyon,Espèces
TXN000675,2024-12-18,CLIENT_0074,LCL,Remboursement,Crédit,4672.76,14787.32,Toulouse,Prélèvement
TXN000676,2024-09-26,CLIENT_0034,La Banque Postale,Remboursement,Crédit,4975.37,4984.73,Strasbourg,Mobile
TXN000677,2024-11-19,CLIENT_0157,Société Générale,Virement,Crédit,2487.9,2288.56,Lille,Virement
TXN000678,2024-01-01,CLIENT_0054,La Banque Postale,Transport,Débit,-1565.52,1327.85,Nantes,Espèces
TXN000679,2024-01-24,CLIENT_0164,Société Générale,Shopping,Débit,-2016.08,2791.24,Lille,Prélèvement
TXN000680,2024-02-04,CLIENT_0030,Crédit Agricole,Loisirs,Débit,-1377.23,11389.01,Toulouse,Espèces
TXN000681,2024-10-18,CLIENT_0050,Crédit Agricole,Remboursement,Crédit,4802.56,12396.66,Toulouse,Espèces
TXN000682,2024-08-30,CLIENT_0138,Crédit Agricole,Alimentation,Débit,-1206.33,9221.61,Strasbourg,Espèces
TXN000683,2024-01-29,CLIENT_0081,La Banque Postale,Salaire,Crédit,1531.75,10736.94,Paris,Virement
TXN000684,2024-10-22,CLIENT_0039,Crédit Agricole,Shopping,Débit,-2220.63,4980.73,Paris,Prélèvement
TXN000685,2024-07-11,CLIENT_0100,Société Générale,Salaire,Crédit,4219.91,8350.22,Lyon,Prélèvement
TXN000686,2024-12-27,CLIENT_0061,Crédit Agricole,Shopping,Débit,-682.39,845.37,Strasbourg,Prélèvement
TXN000687,2024-04-20,CLIENT_0010,Société Générale,Salaire,Crédit,1546.48,1239.58,Lyon,Espèces
TXN000688,2024-09-16,CLIENT_0088,LCL,Alimentation,Débit,-2262.86,1888.21,Lille,Prélèvement
TXN000689,2024-03-14,CLIENT_0034,Société Générale,Transport,Débit,-2345.37,9989.12,Paris,Espèces
TXN000690,2024-07-17,CLIENT_0012,La Banque Postale,Salaire,Crédit,623.39,4320.21,Lyon,Prélèvement
TXN000691,2024-08-27,CLIENT_0006,La Banque Postale,Alimentation,Débit,-1916.62,11056.1,Lille,Virement
TXN000692,2024-06-13,CLIENT_0113,BNP Paribas,Santé,Débit,-695.24,4446.82,Lille,Virement
TXN000693,2024-03-21,CLIENT_0027,Société Générale,Loisirs,Débit,-2395.95,8174.2,Toulouse,Mobile
TXN000694,2024-06-12,CLIENT_0063,Société Générale,Loisirs,Débit,-1762.36,3890.65,Lyon,Prélèvement
TXN000695,2024-11-09,CLIENT_0173,BNP Paribas,Shopping,Débit,-131.56,-50.61,Lyon,Espèces
TXN000696,2024-01-28,CLIENT_0152,LCL,Transport,Débit,-451.56,8739.88,Toulouse,Prélèvement
TXN000697,2024-06-19,CLIENT_0194,LCL,Santé,Débit,-1678.82,7769.02,Marseille,Carte bancaire
TXN000698,2024-12-23,CLIENT_0165,LCL,Virement,Crédit,531.45,4311.07,Strasbourg,Virement
TXN000699,2024-04-24,CLIENT_0101,Société Générale,Logement,Crédit,3103.86,13649.35,Toulouse,Prélèvement
TXN000700,2024-08-20,CLIENT_0090,LCL,Virement,Crédit,199.81,6867.68,Strasbourg,Virement
TXN000701,2024-05-24,CLIENT_0183,BNP Paribas,Shopping,Débit,-322.85,1095.45,Toulouse,Mobile
TXN000702,2024-11-28,CLIENT_0106,Société Générale,Transport,Débit,-1334.2,5712.66,Bordeaux,Mobile
TXN000703,2024-03-22,CLIENT_0178,La Banque Postale,Virement,Crédit,1949.89,4781.07,Nantes,Espèces
TXN000704,2024-10-17,CLIENT_0020,La Banque Postale,Shopping,Débit,-594.21,9770.49,Strasbourg,Carte bancaire
TXN000705,2024-10-30,CLIENT_0114,Société Générale,Remboursement,Crédit,2341.4,8103.86,Lille,Espèces
TXN000706,2024-02-05,CLIENT_0198,LCL,Remboursement,Crédit,588.29,12118.03,Toulouse,Espèces
TXN000707,2024-11-26,CLIENT_0194,BNP Paribas,Alimentation,Débit,-2043.5,13252.55,Marseille,Virement
TXN000708,2024-08-19,CLIENT_0115,Société Générale,Salaire,Crédit,1492.94,9041.37,Bordeaux,Prélèvement
TXN000709,2024-06-02,CLIENT_0112,Crédit Agricole,Remboursement,Crédit,3982.02,10033.16,Lyon,Mobile
TXN000710,2024-01-05,CLIENT_0033,Crédit Agricole,Remboursement,Crédit,4932.79,5765.06,Paris,Prélèvement
TXN000711,2024-10-08,CLIENT_0029,Crédit Agricole,Alimentation,Débit,-1402.28,14669.79,Paris,Virement
TXN000712,2024-08-09,CLIENT_0098,LCL,Remboursement,Crédit,2001.63,4430.97,Nantes,Espèces
TXN000713,2024-10-06,CLIENT_0099,Crédit Agricole,Santé,Débit,-1189.8,2417.52,Nantes,Virement
TXN000714,2024-05-27,CLIENT_0185,LCL,Logement,Débit,-184.01,-256.53,Nantes,Virement
TXN000715,2024-02-13,CLIENT_0179,La Banque Postale,Logement,Débit,-1042.56,6568.44,Nantes,Mobile
TXN000716,2024-04-02,CLIENT_0116,LCL,Virement,Crédit,2571.6,8056.78,Toulouse,Virement
TXN000717,2024-04-05,CLIENT_0061,La Banque Postale,Épargne,Débit,-1446.96,12625.46,Lille,Espèces
TXN000718,2024-10-06,CLIENT_0146,LCL,Remboursement,Crédit,1866.5,14662.62,Toulouse,Carte bancaire
TXN000719,2024-10-24,CLIENT_0187,La Banque Postale,Virement,Crédit,4810.6,740.98,Lille,Espèces
TXN000720,2024-09-21,CLIENT_0162,BNP Paribas,Transport,Débit,-1527.13,3301.09,Lille,Mobile
TXN000721,2024-01-28,CLIENT_0121,La Banque Postale,Shopping,Débit,-31.9,6537.54,Toulouse,Espèces
TXN000722,2024-06-29,CLIENT_0192,Crédit Agricole,Loisirs,Débit,-93.14,13804.4,Lille,Carte bancaire
TXN000723,2024-11-18,CLIENT_0169,Crédit Agricole,Virement,Crédit,2911.8,8379.33,Paris,Prélèvement
TXN000724,2024-09-05,CLIENT_0065,Société Générale,Transport,Débit,-196.77,11648.32,Lille,Prélèvement
TXN000725,2024-05-11,CLIENT_0190,Société Générale,Alimentation,Débit,-1511.53,13607.04,Strasbourg,Prélèvement
TXN000726,2024-03-30,CLIENT_0136,BNP Paribas,Loisirs,Débit,-594.31,2302.54,Toulouse,Carte bancaire
TXN000727,2024-03-15,CLIENT_0127,LCL,Remboursement,Crédit,4673.01,1889.33,Nantes,Virement
TXN000728,2024-12-04,CLIENT_0148,Crédit Agricole,Virement,Crédit,3643.7,2092.89,Paris,Prélèvement
TXN000729,2024-02-29,CLIENT_0192,La Banque Postale,Alimentation,Débit,-999.87,4171.19,Bordeaux,Espèces
TXN000730,2024-12-15,CLIENT_0004,Crédit Agricole,Épargne,Débit,-367.15,12989.3,Strasbourg,Espèces
TXN000731,2024-12-13,CLIENT_0137,Crédit Agricole,Shopping,Crédit,3430.24,135.77,Nantes,Mobile
TXN000732,2024-11-29,CLIENT_0168,La Banque Postale,Loisirs,Débit,-671.38,1023.29,Nantes,Espèces
TXN000733,2024-12-11,CLIENT_0087,Société Générale,Santé,Débit,-1473.87,2521.35,Toulouse,Mobile
TXN000734,2024-01-06,CLIENT_0027,LCL,Alimentation,Débit,-34.84,1014.33,Toulouse,Virement
TXN000735,2024-05-25,CLIENT_0153,Société Générale,Loisirs,Débit,-64.13,925.09,Lyon,Carte bancaire
TXN000736,2024-02-14,CLIENT_0166,La Banque Postale,Remboursement,Crédit,693.04,9674.12,Marseille,Carte bancaire
TXN000737,2024-12-22,CLIENT_0164,LCL,Logement,Débit,-1170.05,14010.82,Lille,Espèces
TXN000738,2024-12-20,CLIENT_0016,LCL,Shopping,Débit,-1952.92,3797.96,Nantes,Prélèvement
TXN000739,2024-01-31,CLIENT_0126,Société Générale,Loisirs,Crédit,1360.09,6328.91,Nantes,Virement
TXN000740,2024-11-26,CLIENT_0111,Société Générale,Virement,Crédit,586.73,7879.8,Lyon,Espèces
TXN000741,2024-05-12,CLIENT_0199,LCL,Transport,Débit,-180.68,10776.95,Paris,Espèces
TXN000742,2024-03-17,CLIENT_0180,Crédit Agricole,Alimentation,Crédit,3339.8,3629.77,Nantes,Mobile
TXN000743,2024-01-02,CLIENT_0123,LCL,Salaire,Crédit,3552.65,11450.35,Nantes,Carte bancaire
TXN000744,2024-10-03,CLIENT_0124,BNP Paribas,Santé,Débit,-2385.62,12178.64,Toulouse,Prélèvement
TXN000745,2024-12-15,CLIENT_0024,Crédit Agricole,Loisirs,Débit,-1582.52,14361.77,Toulouse,Carte bancaire
TXN000746,2024-08-23,CLIENT_0099,Société Générale,Loisirs,Débit,-445.66,109.63,Lille,Espèces
TXN000747,2024-02-24,CLIENT_0049,Société Générale,Shopping,Débit,-2213.61,6288.75,Paris,Virement
TXN000748,2024-01-13,CLIENT_0139,Crédit Agricole,Remboursement,Crédit,1230.5,5525.9,Strasbourg,Mobile
TXN000749,2024-08-18,CLIENT_0011,LCL,Alimentation,Débit,-144.86,11710.57,Lyon,Virement
TXN000750,2024-11-30,CLIENT_0138,Société Générale,Salaire,Crédit,2318.93,10010.21,Bordeaux,Carte bancaire
TXN000751,2024-01-19,CLIENT_0159,BNP Paribas,Logement,Débit,-52.56,13561.27,Bordeaux,Virement
TXN000752,2024-01-08,CLIENT_0025,LCL,Logement,Débit,-2262.13,12221.46,Marseille,Mobile
TXN000753,2024-02-02,CLIENT_0017,Société Générale,Transport,Débit,-1489.47,9042.24,Nantes,Prélèvement
TXN000754,2024-12-13,CLIENT_0036,Crédit Agricole,Épargne,Débit,-2439.75,8427.49,Bordeaux,Carte bancaire
TXN000755,2024-10-30,CLIENT_0107,Société Générale,Logement,Débit,-306.26,1689.17,Toulouse,Mobile
TXN000756,2024-03-25,CLIENT_0035,BNP Paribas,Virement,Crédit,1256.04,8520.78,Nantes,Virement
TXN000757,2024-01-09,CLIENT_0023,La Banque Postale,Virement,Crédit,449.58,-388.03,Lille,Espèces
TXN000758,2024-12-21,CLIENT_0164,Crédit Agricole,Virement,Crédit,3477.17,2695.48,Strasbourg,Espèces
TXN000759,2024-05-02,CLIENT_0128,La Banque Postale,Logement,Débit,-98.86,2290.01,Lyon,Prélèvement
TXN000760,2024-06-27,CLIENT_0136,BNP Paribas,Épargne,Débit,-592.92,1321.37,Toulouse,Mobile
TXN000761,2024-09-16,CLIENT_0014,Société Générale,Santé,Débit,-1568.03,2725.68,Lyon,Virement
TXN000762,2024-12-16,CLIENT_0012,BNP Paribas,Virement,Crédit,2512.7,1976.27,Toulouse,Prélèvement
TXN000763,2024-04-17,CLIENT_0117,BNP Paribas,Épargne,Débit,-1543.96,13296.23,Lyon,Carte bancaire
TXN000764,2024-10-02,CLIENT_0019,Société Générale,Logement,Débit,-77.52,7481.01,Strasbourg,Mobile
TXN000765,2024-10-23,CLIENT_0059,BNP Paribas,Shopping,Débit,-1868.98,13424.78,Toulouse,Virement
TXN000766,2024-02-20,CLIENT_0057,BNP Paribas,Santé,Débit,-2175.37,5320.75,Strasbourg,Mobile
TXN000767,2024-09-05,CLIENT_0117,Société Générale,Alimentation,Crédit,767.46,13882.25,Nantes,Prélèvement
TXN000768,2024-03-10,CLIENT_0070,Société Générale,Virement,Crédit,3613.12,9296.33,Toulouse,Virement
TXN000769,2024-01-17,CLIENT_0120,LCL,Remboursement,Crédit,345.28,1615.77,Nantes,Virement
TXN000770,2024-06-24,CLIENT_0164,La Banque Postale,Santé,Crédit,3038.0,11737.98,Marseille,Mobile
TXN000771,2024-10-10,CLIENT_0056,La Banque Postale,Santé,Débit,-2143.15,7082.81,Strasbourg,Espèces
TXN000772,2024-05-22,CLIENT_0084,LCL,Alimentation,Débit,-1841.77,3323.14,Bordeaux,Mobile
TXN000773,2024-03-17,CLIENT_0012,BNP Paribas,Remboursement,Crédit,4496.35,5975.46,Strasbourg,Mobile
TXN000774,2024-01-18,CLIENT_0026,LCL,Épargne,Débit,-1200.78,11869.27,Strasbourg,Virement
TXN000775,2024-02-12,CLIENT_0105,Société Générale,Salaire,Crédit,3777.74,10243.98,Marseille,Prélèvement
TXN000776,2024-05-31,CLIENT_0079,Société Générale,Santé,Débit,-231.37,6936.64,Strasbourg,Mobile
TXN000777,2024-10-25,CLIENT_0181,LCL,Alimentation,Crédit,2345.62,1648.67,Marseille,Prélèvement
TXN000778,2024-11-16,CLIENT_0161,BNP Paribas,Virement,Crédit,3534.32,-478.86,Nantes,Prélèvement
TXN000779,2024-09-28,CLIENT_0157,La Banque Postale,Alimentation,Débit,-1883.46,10319.85,Bordeaux,Carte bancaire
TXN000780,2024-11-13,CLIENT_0173,Crédit Agricole,Shopping,Débit,-141.76,14152.49,Paris,Carte bancaire
TXN000781,2024-07-15,CLIENT_0166,La Banque Postale,Shopping,Débit,-106.98,5179.71,Lyon,Mobile
TXN000782,2024-12-29,CLIENT_0167,LCL,Santé,Débit,-840.65,7864.32,Bordeaux,Virement
TXN000783,2024-06-13,CLIENT_0014,BNP Paribas,Shopping,Crédit,2542.65,6055.4,Toulouse,Prélèvement
TXN000784,2024-08-19,CLIENT_0121,La Banque Postale,Virement,Crédit,2532.18,12358.18,Lille,Espèces
TXN000785,2024-11-13,CLIENT_0017,Société Générale,Shopping,Débit,-2363.69,12036.34,Strasbourg,Carte bancaire
TXN000786,2024-02-11,CLIENT_0028,Société Générale,Épargne,Crédit,1477.44,14327.72,Lille,Carte bancaire
TXN000787,2024-12-22,CLIENT_0161,BNP Paribas,Logement,Débit,-2188.11,7570.66,Lille,Espèces
TXN000788,2024-12-15,CLIENT_0108,LCL,Salaire,Crédit,4662.02,6845.53,Paris,Prélèvement
TXN000789,2024-04-06,CLIENT_0134,Crédit Agricole,Transport,Débit,-2005.96,12441.69,Nantes,Mobile
TXN000790,2024-06-24,CLIENT_0141,LCL,Shopping,Débit,-1666.31,7717.58,Strasbourg,Prélèvement
TXN000791,2024-10-17,CLIENT_0059,LCL,Logement,Crédit,1567.15,11733.65,Toulouse,Prélèvement
TXN000792,2024-01-25,CLIENT_0042,La Banque Postale,Logement,Débit,-1142.54,2078.63,Lille,Virement
TXN000793,2024-03-30,CLIENT_0148,Société Générale,Logement,Débit,-296.71,14903.48,Strasbourg,Prélèvement
TXN000794,2024-07-08,CLIENT_0089,Société Générale,Logement,Débit,-1769.3,9816.08,Toulouse,Espèces
TXN000795,2024-10-03,CLIENT_0128,Société Générale,Logement,Débit,-308.12,-113.66,Strasbourg,Prélèvement
TXN000796,2024-03-20,CLIENT_0166,Crédit Agricole,Alimentation,Crédit,2753.42,7364.84,Strasbourg,Prélèvement
TXN000797,2024-10-20,CLIENT_0087,BNP Paribas,Logement,Débit,-1822.72,13795.53,Strasbourg,Carte bancaire
TXN000798,2024-03-12,CLIENT_0159,Société Générale,Salaire,Crédit,628.54,-115.67,Strasbourg,Prélèvement
TXN000799,2024-02-17,CLIENT_0057,Crédit Agricole,Shopping,Débit,-1605.08,8543.19,Bordeaux,Carte bancaire
TXN000800,2024-02-12,CLIENT_0023,La Banque Postale,Salaire,Crédit,4254.78,9994.48,Nantes,Virement
TXN000801,2024-09-08,CLIENT_0171,Crédit Agricole,Shopping,Débit,-1281.33,368.74,Nantes,Virement
TXN000802,2024-08-06,CLIENT_0079,LCL,Shopping,Débit,-35.42,4846.26,Lyon,Virement
TXN000803,2024-08-15,CLIENT_0109,LCL,Épargne,Débit,-725.14,11987.93,Marseille,Mobile
TXN000804,2024-11-02,CLIENT_0135,Crédit Agricole,Transport,Débit,-761.56,14819.93,Lyon,Mobile
TXN000805,2024-07-11,CLIENT_0045,La Banque Postale,Transport,Débit,-1598.82,3736.6,Strasbourg,Mobile
TXN000806,2024-03-11,CLIENT_0011,Crédit Agricole,Santé,Débit,-957.51,8084.94,Lille,Espèces
TXN000807,2024-10-13,CLIENT_0040,Crédit Agricole,Virement,Crédit,1161.38,11763.9,Lille,Espèces
TXN000808,2024-03-04,CLIENT_0063,BNP Paribas,Loisirs,Débit,-1232.26,10161.57,Lyon,Prélèvement
TXN000809,2024-09-09,CLIENT_0112,Crédit Agricole,Transport,Débit,-907.59,6947.53,Strasbourg,Carte bancaire
TXN000810,2024-07-10,CLIENT_0067,Société Générale,Salaire,Crédit,3678.14,-228.05,Paris,Virement
TXN000811,2024-06-12,CLIENT_0042,BNP Paribas,Virement,Crédit,4397.67,1600.21,Lille,Prélèvement
TXN000812,2024-08-02,CLIENT_0020,La Banque Postale,Shopping,Débit,-732.7,9403.67,Bordeaux,Virement
TXN000813,2024-02-18,CLIENT_0081,Crédit Agricole,Remboursement,Crédit,3775.51,7927.54,Lille,Prélèvement
TXN000814,2024-02-19,CLIENT_0004,Société Générale,Salaire,Crédit,2921.23,12261.38,Lille,Prélèvement
TXN000815,2024-09-05,CLIENT_0040,La Banque Postale,Épargne,Débit,-2277.42,1087.48,Bordeaux,Virement
TXN000816,2024-10-13,CLIENT_0137,La Banque Postale,Remboursement,Crédit,3463.78,14263.68,Lyon,Espèces
TXN000817,2024-08-23,CLIENT_0090,Crédit Agricole,Transport,Débit,-332.42,-230.62,Toulouse,Virement
TXN000818,2024-08-14,CLIENT_0045,Crédit Agricole,Remboursement,Crédit,2639.45,14536.73,Paris,Carte bancaire
TXN000819,2024-04-23,CLIENT_0033,Société Générale,Logement,Crédit,754.68,3011.9,Marseille,Carte bancaire
TXN000820,2024-08-05,CLIENT_0011,Société Générale,Transport,Débit,-1937.86,11238.68,Lyon,Carte bancaire
TXN000821,2024-12-03,CLIENT_0065,BNP Paribas,Salaire,Crédit,2986.22,6770.78,Lyon,Prélèvement
TXN000822,2024-12-07,CLIENT_0053,La Banque Postale,Alimentation,Débit,-1957.02,13761.52,Bordeaux,Virement
TXN000823,2024-12-09,CLIENT_0072,La Banque Postale,Shopping,Débit,-368.16,11066.07,Toulouse,Prélèvement
TXN000824,2024-03-23,CLIENT_0130,La Banque Postale,Salaire,Crédit,3914.97,9000.82,Lyon,Carte bancaire
TXN000825,2024-10-23,CLIENT_0044,La Banque Postale,Alimentation,Débit,-1790.95,14446.09,Paris,Carte bancaire
TXN000826,2024-04-19,CLIENT_0179,La Banque Postale,Salaire,Crédit,4263.92,6858.09,Marseille,Espèces
TXN000827,2024-12-10,CLIENT_0055,La Banque Postale,Transport,Débit,-890.28,5384.03,Bordeaux,Espèces
TXN000828,2024-02-27,CLIENT_0196,Crédit Agricole,Shopping,Débit,-280.24,1606.64,Lille,Mobile
TXN000829,2024-01-21,CLIENT_0154,Crédit Agricole,Transport,Débit,-293.73,3895.98,Strasbourg,Virement
TXN000830,2024-10-10,CLIENT_0018,LCL,Épargne,Débit,-2139.14,2426.17,Toulouse,Virement
TXN000831,2024-01-07,CLIENT_0134,BNP Paribas,Virement,Crédit,3376.87,5643.73,Lyon,Virement
TXN000832,2024-07-21,CLIENT_0044,BNP Paribas,Épargne,Débit,-2444.04,10992.2,Toulouse,Virement
TXN000833,2024-06-22,CLIENT_0109,LCL,Santé,Débit,-2476.7,1402.81,Lille,Mobile
TXN000834,2024-10-30,CLIENT_0092,LCL,Loisirs,Débit,-2003.46,14119.99,Nantes,Espèces
TXN000835,2024-09-18,CLIENT_0126,LCL,Loisirs,Débit,-1139.31,1393.95,Bordeaux,Virement
TXN000836,2024-01-16,CLIENT_0007,Société Générale,Transport,Débit,-2076.63,7221.09,Nantes,Mobile
TXN000837,2024-12-13,CLIENT_0020,La Banque Postale,Shopping,Débit,-1556.81,993.17,Strasbourg,Espèces
TXN000838,2024-04-13,CLIENT_0088,La Banque Postale,Loisirs,Débit,-1228.17,3555.81,Paris,Carte bancaire
TXN000839,2024-08-08,CLIENT_0118,BNP Paribas,Transport,Débit,-789.83,5333.22,Paris,Virement
TXN000840,2024-10-12,CLIENT_0080,LCL,Loisirs,Crédit,862.51,6175.56,Strasbourg,Carte bancaire
